word,success,wrong_guesses,repeated_guesses,num_steps,guesses_seq
ecardinal,1,5,0,14,s a n l t c r i o m d u e
denazify,0,6,0,11,a t n l r c s d i o
unconceited,1,4,0,13,s a e n t c r d o u x i
myoplastic,0,6,0,16,s i c t a p r u h m e o l b n
impingent,0,6,0,11,s a e r n t c p u d
underbutler,0,6,0,13,s a e r i u n t d c h o
unforwarded,0,6,0,14,s a t r e n d i g o u c m
yamanai,0,6,0,9,a n t l r c s b
coglorify,0,6,0,12,s a e c o r n i t l d
deparliament,1,4,0,15,s a t l n c r p b m u i e d
nassau,0,6,0,10,a n t s l r c b m
spatterdock,1,4,0,15,s t e r a c o h i u k m p d
lactucin,0,6,0,13,a n r l t i e o h y u s
middorsal,0,6,0,13,s e i o l n c t a d u p
hoverly,0,6,0,12,a s e r i o n l y p m
superstitionless,1,3,0,14,s t i n e o h c u l r m p
parathion,1,2,0,11,s a n l r t i h o p
pasturer,1,3,0,11,a n l t e r u c p s
ureterocele,0,6,0,12,s a e r i o n t p l m
overslavish,0,6,0,13,s t i p e c u a m h r b
sonlikeness,0,6,0,11,s e t n i d c v g u
affinitatively,0,6,0,14,s a t i n c l e y r b m d
prioracy,0,6,0,12,a t r e i n l c o h u
thistled,1,4,0,12,a s t i r w e n d h l
untransacted,1,1,0,11,s e r n t i a d u c
foddering,1,5,0,14,s a e r i n g p d o b c f
orderable,1,5,0,13,s a l e r p b t u c d o
parorexia,0,6,0,10,s a l n r e d t c
centrifugalize,0,6,0,14,s a t i n c o l d r p v m
marguerite,0,6,0,14,s a t e r i o m y u c b d
mainpernable,1,5,0,15,s a l i e n t c g d b p m r
propliopithecus,1,4,0,16,s e r a o n l t m p d c i h u
postdiagnostic,0,6,0,16,s t i n c a p e r o h u l g w
jarvey,0,6,0,10,a l n r e t m c b
maytide,1,4,0,12,a l n t e i m y b c d
oystershell,0,6,0,11,s i a t e r n p c d
raptatory,0,6,0,12,s a n r t e o i y c l
pollinar,1,3,0,11,a n l t s c r p i o
impeccant,1,3,0,12,s a t n c p u m i o e
unpermitting,0,6,0,15,s a e r i n t g d u c m v k
tinworker,0,6,0,10,s a e r o d c u p
horseman,0,6,0,14,a n s e m p u r o b c d f
loaf,0,6,0,9,a n t l m e d r
phylogerontism,1,3,0,17,s e r i t a o p h y c n m l v g
screw,0,6,0,11,a s e r t c b d f g
flong,0,6,0,9,a s e u o r l c
bloodleaf,0,6,0,10,s a n l e i t y r
nonstatistical,0,6,0,13,s t i a l p c u m d b r
glossotherium,0,6,0,16,s a o p n r i c t e d l m h b
theologicopolitical,1,5,0,16,s a l e i c o p t r n h m d g
cherishing,1,4,0,13,s e r a o t p i c n g h
polinices,1,5,0,14,s a e o n t r g i c m p l
wondrousness,0,6,0,14,s e u o n t i g a c d r p
juxtatropical,0,6,0,16,s a l t i e r o p c u n q b f
fascioliasis,0,6,0,13,s t i c n a o r m p l b
flabelliform,0,6,0,15,s a t l e i n c o r m b p u
apotropaic,1,5,0,13,s a t r n l e i c o m p
melanilin,0,6,0,12,s a n e t i r d c l p
monogenist,1,4,0,13,s e t r i m o n l v p g
uncrystaled,1,3,0,15,s e r t i a n l d o u g c y
scybalum,0,6,0,12,a l e i o s t y u n r
cathartolinum,1,5,0,17,s a n t e i o g c d r l h f u m
jynginae,0,6,0,11,a n o e i d s p c t
knit,0,6,0,8,a s e u o i p
watchmanship,0,6,0,16,s t i a e n o c h l d p r m b
howadji,0,6,0,8,a t n l r s e
reproachingly,1,3,0,16,s a t l e r i n y c h o g d p
bemole,0,6,0,8,a s e r n d t
matral,1,3,0,9,a n l r t p c m
pretense,1,2,0,9,a s e p r n d t
telemechanic,1,3,0,13,s a l e r n t d i c h m
equiexcellency,0,6,0,9,s a p c o h e r
acidness,0,6,0,13,a n t i e r s l o b d m
contusive,1,2,0,12,s i n a e p t c o v u
gaumish,0,6,0,11,a l n t r c s i h d
kraft,0,6,0,10,a s r t n c i p e
volumometrical,0,6,0,17,s a l e r i o y n t c u m p h b
interdrink,0,6,0,13,s a e r i n t o g d c f
wealthiness,0,6,0,15,s e r n t i l h p d c m a v
acicularly,0,6,0,13,s a l e i n o c y b u g
platypodia,0,6,0,11,s a n r c p h l t e
pothook,0,6,0,8,a s e u i o n
diamondwise,0,6,0,12,s t e p u i n c a l r
misassert,1,4,0,12,s t p i e n r u m o a
recrystallization,0,6,0,17,s t i n a l p c o h e r m d u v
rabelaisianism,1,3,0,13,s e r t i a l c h m n b
sedition,1,3,0,11,a s e r l n d i t o
pelomedusidae,1,4,0,15,s e r t n d l i a y o p m u
paraparesis,1,1,0,8,s p r e o a i
sanctifier,0,6,0,13,s t i c n a d o l v m p
jennifer,0,6,0,11,a s e r n t i c v d
shotless,1,5,0,12,a s e o r n u m l t h
tracheobronchitis,1,5,0,17,s e n r a t l i c d h o p u g b
maspiter,1,4,0,13,a n l t i r c e s m h p
perorator,1,2,0,9,s a l t e r o p
octandria,1,5,0,14,s a l r t o n e i g u c d
clipei,0,6,0,8,a s e r n d t
gemmiferous,0,6,0,13,s a u o p r e t n f b d
photoreception,0,6,0,15,s a p h e o r n i l t d m v
disparagement,1,5,0,17,s t i e h c p r a n l d m b v g
upvomit,0,6,0,10,a s e u n r t i b
uninterrogated,1,5,0,16,s a l t e r i o n d u m p c g
fullmouth,0,6,0,7,s a e c p i
evangeliarium,0,6,0,15,s a t r e n o i c d l g m p
pattener,0,6,0,12,a n e r t b c d f g h
pomposity,0,6,0,11,s i n a t e o r u l
unserrated,1,0,0,9,s t e r n a d u
afternoons,0,6,0,14,s u e r a t i o n c l p x
usnic,1,1,0,7,a s i n c u
ergotamine,0,6,0,15,s a t n i e r o l m c d p h
roughshod,0,6,0,9,s i e a u t n p
separatical,1,3,0,13,s t e r i n c a l m d p
nongremial,1,4,0,14,s a l c t p i m o n e g r
cornic,1,5,0,11,a s e u o n i l c r
uranophotography,1,4,0,15,s a l t r n e i o p h y u g
condisciple,1,5,0,15,s e t c o n a i d l b g f p
cabassou,0,6,0,9,a t n r l s i e
cervix,0,6,0,11,a s e r i n c d t o
locomobility,1,3,0,12,s a e c o l i t y m b
sexagesimals,0,6,0,13,s e n t r i c a l m d p
submedian,0,6,0,15,s t e r n a m i y h c u d l
processionalist,1,0,0,12,s i o n t c e a p r l
fichteanism,1,5,0,16,s t i a n c e h p u m d b r f
spikeweed,0,6,0,11,s t e r n i d l c v
exoenzyme,0,6,0,9,s a e t r n d i
typeset,0,6,0,11,a s e n r p c d t o
necessity,1,4,0,12,s e c i n t o a r h y
disclimax,0,6,0,13,s t e i c n a l r b m p
whyness,0,6,0,12,a s e u p n i f h y b
sexivalence,0,6,0,13,s t e r n d l a c m p o
squinting,1,5,0,13,s t i n e a o c g h u q
snowlike,0,6,0,13,a s e i t l u h n g o c
deiparous,0,6,0,15,s a r o b p c u t m d e x n
lobcock,0,6,0,8,a s e u i o n
supervisorial,0,6,0,16,s e t n r i c a l h u m p o d
cerebrocardiac,0,6,0,14,s a l c t r e i o d p u g
calicut,1,4,0,11,a l i s c o h e t u
sphericist,1,1,0,10,s e t r u i c h p
substitute,1,5,0,12,s t i e a h u n r p b
corporator,0,6,0,12,s a l r m t e i o c d
undernatural,1,5,0,14,s a l t i r p c e u n g d
anywhen,0,6,0,10,a n i r e t g o d
shivaism,0,6,0,10,a l r t n c s i e
triterpene,0,6,0,12,s a e r i n t m d v c
untravestied,1,5,0,16,s e t r a n l d h u c m b v i
spinigrade,0,6,0,14,s t e i a n c l o d m p v
cuke,0,6,0,9,a s e p i u l t
snerp,0,6,0,10,a s e r t d i o y
resisting,0,6,0,13,s e m t i n g p d c h v
eurite,0,6,0,11,a s e n r i t d p o
predeterminative,1,2,0,13,s a t i e r n d c p v m
mulctative,0,6,0,15,s a t i n c p o d l m e v b
colander,1,5,0,14,a t n e r d m i s p c o l
asexualize,0,6,0,12,s t i n c a o e r l d
autoallogamy,0,6,0,13,s a l t e i n r y o m c
olcha,0,6,0,11,a s u p i c l h b f
pneumographic,1,4,0,17,s a t r c p h e n d l m i o u g
loathsomely,0,6,0,11,s e t i r p c a n u
patinate,1,1,0,8,a l n t i e p
glaucium,0,6,0,11,a t l n r s e i c o
twatchel,0,6,0,11,a t e r i o n h s d
apopetalous,1,5,0,14,s a t r l e i n y o m p u
centrode,0,6,0,12,a s e r i d t g n p m
burfish,0,6,0,12,a s t e i h u n r c d
moonfish,0,6,0,11,a s e i t h p o l b
begarnish,0,6,0,15,s e t r i n h b d l a m c p
bulimulidae,0,6,0,11,s a l e i c n t p o
erinose,1,2,0,9,a s t e r i n o
apollonia,0,6,0,11,s a n l t r c i b e
anhungry,0,6,0,11,a n e t i g o r d c
harridan,0,6,0,11,a n r m b e i c p t
pecky,0,6,0,8,a s e r n l d
pointillism,1,5,0,14,s t i c n a p o e l h u m
pampootee,0,6,0,10,s a n l t i e r c
conferruminate,0,6,0,16,s a t e l r i o n c y d m g v
flightily,0,6,0,9,s a e c p i t n
plantaginaceous,1,4,0,17,s e r c a n t l d m p b g i o u
meridionality,1,3,0,15,s a t i e n r o h l y d p m
bardesanist,1,5,0,15,s e t p c i u a l n r m d b
bustee,1,5,0,11,a s e t j p c u q b
antephialtic,1,4,0,14,s a t i e n r c d l m p h
calochortaceae,0,6,0,13,s a l e i y o n r m t p
nootka,0,6,0,8,a s c p r i e
unquit,0,6,0,10,a s e u n r l t o
unify,0,6,0,10,a s e u n o i c t
stob,0,6,0,10,a s e t y u i o n
lexigraphical,0,6,0,15,s a n r l e t c d m p h i o
doublelunged,1,5,0,14,s a e r d i n o l u t g b
ultragrave,0,6,0,11,s a n r t l c b p m
procerebral,0,6,0,14,s a l c o r e p t d u g n
feuar,0,6,0,10,a l n s r h i e d
superinsist,1,5,0,14,s t i e h c o u n r l m p
saccharocolloid,1,3,0,13,s t e i c o n a r l d h
unbowsome,0,6,0,12,s i e t a u n o r l c
clogdogdo,0,6,0,9,s a e c o n r u
tenuity,0,6,0,10,a s e r n i d l p
dykereeve,0,6,0,9,s a e p r c u t
pupuluca,0,6,0,10,a s c p h e r o i
footmaker,0,6,0,12,s a l t n r m e i p c
disjunctively,0,6,0,15,s t i n c a o e r m l y h p
istrian,1,0,0,7,a n s t i r
bewilderedly,0,6,0,13,s a e r n d i o l y t p
tringle,0,6,0,10,a s e p c i t o v
currishly,1,4,0,13,s i t h a o e y l c r u
gyroplane,0,6,0,14,s a t r e o n p h l b c d
oxane,0,6,0,10,a s r l n g i e p
astrocaryum,1,5,0,15,s t e o n r i a m y l p c u
preindebtedness,0,6,0,15,s e r n t a g d p o u i c x
backchat,0,6,0,11,a n l t r c h i p m
eva,0,6,0,8,a s u t o r i
pollucite,0,6,0,11,s a e i t r o n m g
frostiness,0,6,0,12,s e t i n c w p a u m
overminutely,1,5,0,17,s a e n p r i t c d m l o y v u
remonstratively,1,2,0,15,s t i a n r o e d l y c v m
formonitrile,0,6,0,13,s a e c t i p u r o n d
requiter,0,6,0,11,a s e r t n o u b c
cuculliform,0,6,0,12,s a e c o l i n r t y
unsubstantiation,1,4,0,13,s e t i a c n u o r p b
brookless,0,6,0,11,s e a t p i c r o n
vlei,0,6,0,9,a s e r n l c m
oncetta,0,6,0,11,a s p c i u e r n d
illustratory,1,4,0,14,s t i e o n r a c d l y u
labyrinthodon,0,6,0,16,s a t i l r n e o c b h m u p
labyrinth,0,6,0,15,s a n t i e r l o h c b u p
cannibality,0,6,0,14,s a n t e i r o h l c y m
unstick,0,6,0,13,a s e i n t g c o h u r
groose,0,6,0,10,a s t e o c p u m
electroshock,0,6,0,13,s e t i a o n r l u m p
wanty,0,6,0,11,a l n e t o y b p c
oscillograph,0,6,0,16,s t e i n c a l y r o b p h u
platinocyanic,0,6,0,13,s a l n t e i c h b u r
retool,1,4,0,10,a s e r n l t i o
retransformation,0,6,0,16,s t i e a n h o r c m p l w u
notiosorex,0,6,0,14,s e r c n t i a d l m o p
quaw,0,6,0,8,a n t l r c s
bichromate,1,5,0,16,s a t e c o r n p u m d b i h
corps,0,6,0,9,a s u e o n l t
clutchman,0,6,0,13,s a n i m e p o c h t r
denunciable,1,5,0,15,s a l e r n t i d g o b c u
macadamization,1,4,0,14,s a l t r i n c m o b d z
sender,1,5,0,11,a s e r l m n t g d
coadjutator,0,6,0,11,s a l n t i e r c b
hystricine,0,6,0,14,s t i o c n e p a u r m d
paulinia,0,6,0,12,a r l e i t c n b p g
urao,0,6,0,9,a n t l r b c s
parmese,1,4,0,11,a l n t r e s f m p
basidia,0,6,0,8,a l n t r m c
hairmonger,0,6,0,15,s a t l n e r i o c d g m p
cathodography,0,6,0,15,s a l n t i e r o c p h y m
quantify,1,5,0,14,a t i n c p u q y b d e f
ugroid,0,6,0,10,a s e u n l r i c
echinoderma,0,6,0,15,s a p c o n r h u m l i t g
lingually,0,6,0,13,s a l i e n o t y g r h
byerlite,0,6,0,11,a s e r o i p c t u
sturdy,0,6,0,11,a s e t i o y u m g
plaitless,0,6,0,12,s e a l n r c k t b u
runover,0,6,0,11,a s e r i o l t n m
aquilege,0,6,0,11,a n t l o i e r c s
battak,0,6,0,10,a n l r t c s b m
lamantin,1,2,0,9,a t i c n r l m
seedcase,0,6,0,10,a t r l s i h e n
enflagellation,1,5,0,15,s a r n t i e d o g c l u f
ipseity,0,6,0,12,a s e t u i o r h y n
viperina,0,6,0,13,a s c p o h e r i t n m
gastropodous,0,6,0,14,s e u a h t i r o n m p c
serpulid,0,6,0,12,a s e r i o n c t d y
arrantly,1,4,0,11,a t i r e o h y n l
benzophenone,0,6,0,9,s a e r n t i g
pennatipartite,1,2,0,10,s a t i e r n c p
strafer,0,6,0,11,a t l c s n r b m p
disestimation,1,3,0,13,s t i n c a o m p u d e
bedlar,0,6,0,11,a n l r p s c d m u
minisher,1,5,0,13,a s e r t p c u m i n h
semisociative,1,4,0,14,s t i c n a o e r d l v m
battalion,0,6,0,13,s a n t l e i o p c m r
floatable,0,6,0,12,s a n l e b r i t u p
columbanian,1,5,0,15,s a n u p r l t c m i o e b
cathodofluorescence,1,5,0,19,s e c o n r a l t i h p m u g b d f
unfastidiously,0,6,0,17,s u i n o a t e c h m p l y d g
hornily,0,6,0,11,a s e u i n o c r t
proteaceous,1,4,0,14,s a n t u l c o p h r i e
granddaughterly,1,4,0,16,s a t r n e i o l c y g d u h
acatamathesia,1,3,0,12,s t i h c e a l r n m
nonsensitized,1,4,0,13,s i t c n a o l d e v z
pacificator,0,6,0,14,s a l t i e r n c m p o d
daincha,0,6,0,12,a l n e t i g o c h p
mask,0,6,0,8,a t n l r c b
interlingua,0,6,0,15,s a p c r e o i n t g l h m
consultation,1,2,0,12,s t i u n p a c o r l
unhealthful,1,5,0,14,s a t e u n i r l o h q f
hairpin,1,5,0,12,a l n t r i m c p b h
biternate,0,6,0,11,s a t e n p c u m d
upspew,0,6,0,11,a s e r t u n p d l
subvariety,0,6,0,14,s t i e o a h r u n l m c
istoke,0,6,0,12,a s e i t o n r l m v
trismic,1,3,0,10,a s e i c t h r m
masty,0,6,0,9,a l n r t i e o
peshkash,0,6,0,12,a t r l s h m p i e y
foredispose,0,6,0,13,s e t r p n a c d u i m
trophoderm,0,6,0,14,s a e r i o n m p h t l v
globosely,0,6,0,13,s i e l a y o r p n b u
periorbit,0,6,0,13,s a e r i n c t p o m d
tore,0,6,0,9,a s e p i u o m
adenia,1,4,0,10,a n t r i m d o e
rendrock,0,6,0,11,a s e r o n u l m p
garniec,0,6,0,13,a l n e r s t d c g v k
disproportionally,1,4,0,16,s t e i n a l o y c h p r m d
acrodontism,0,6,0,16,s t i a n e l c o h p u m r g
nonsparing,0,6,0,14,s t e a n l i g r o h m c
linet,0,6,0,10,a s e r n t b c d
niggardling,1,5,0,13,s a t n e i c l o d g r
allopathist,1,2,0,11,s t i r e p a l h o
neuropsychological,1,3,0,18,s t i o c a n l e r h u m p d g y
beruffed,0,6,0,9,a s e r i n c p
paola,0,6,0,10,a l m t b p g c u
forehalf,0,6,0,10,a t r e n m s b i
addax,0,6,0,8,a l n s r p t
formicate,0,6,0,14,s a t e i c p r u m d b h
actinomycotic,0,6,0,13,s a t i n c e g o r u l
hadbot,0,6,0,9,a l n r t s m c
proso,1,5,0,10,a s t e u o p h r
ciliotomy,0,6,0,12,s a e c o r i n l m p
precation,1,3,0,13,s a n t i o u p r b c e
compendium,1,5,0,15,s a e r n t o d i c l m p u
incudal,1,4,0,12,a n l e o t i g d c u
antiscale,1,1,0,10,s t i a n e b c l
ordovices,0,6,0,11,s a e o p n r u l m
amiability,0,6,0,12,s a t l i e r o h y n
tintinnabulate,1,3,0,12,s a t i n e l r c b u
italican,1,1,0,8,a n r c t l i
presumptuousness,0,6,0,15,s t i e a h o p u r m c l k
advocatory,0,6,0,12,s a t i e r n o l c m
sculptress,0,6,0,12,s e i a u n l y o t h
underkeeper,0,6,0,12,s a e r d u n f t l m
unmountainous,0,6,0,14,s e u n t i g a o c d f r
termage,0,6,0,12,a t e r l n m c b d v
continuativeness,0,6,0,16,s e n t i a p c o d v g f r m
tuboabdominal,0,6,0,16,s a l t i e r n o h c m u b j
reliable,0,6,0,12,a l e b t p d f i m s
bathmotropism,1,3,0,14,s e t i o a h c m r n p b
laccolith,1,4,0,12,s a n l e i t c o r h
bradyphasia,0,6,0,12,s e a t l n c r p b m
unpredestinated,1,3,0,14,s t a i e r n d u o g c p
pediculous,1,2,0,12,s u n l c i d o r p e
oxytoluic,0,6,0,10,s a e c p i o n r
tipsy,0,6,0,10,a s t i e h u o c
unwetted,0,6,0,11,a s e r n d u l m g
dreariness,0,6,0,13,s e r a i n p u t c b o
gadolinium,0,6,0,14,s a t l i n c r d o p m b
isandrous,0,6,0,11,s t i o u p l e h c
sniptious,1,3,0,11,s e t i n c a o u p
desultorily,1,5,0,16,s t i e a r c n o p m l y d u
fains,0,6,0,10,a l n t e i g o c
inquisitorialness,1,3,0,15,s e u t i n o c a r g d q l
pirrmaw,0,6,0,10,a n l r t s c p e
asteriated,1,1,0,9,s t i e r n d a
forsakenly,0,6,0,12,s t e r h p c a n i g
lipa,0,6,0,10,a p u e i b c d f
mortalness,1,3,0,13,s e n i a u m o r t g l
cometarium,1,3,0,13,s a t n l i c o m r e u
primrosy,0,6,0,9,a s e i t c u n
pretexted,1,4,0,11,s a e r n d t p c x
unwitch,0,6,0,13,a s e u n o i c t h d g
issuance,1,3,0,11,a l r t n c e s u i
rondeau,0,6,0,11,a n e m l s t c r i
stirring,0,6,0,12,a s e i n g l d r h w
nonclimbable,0,6,0,14,s a l e u i c n o t d p v
bondholder,0,6,0,11,s a e r o n t g i c
harmlessly,0,6,0,13,s e t l y d a n r p c o
lawn,0,6,0,9,a t n i r d f p
zoomantic,0,6,0,13,s a n e i c t h p u m d
native,1,1,0,8,a l n t e i v
disilicane,1,1,0,10,s t i c e l d a n
splenatrophy,1,3,0,15,s t e r o n i u m p h a y l
cakewalker,0,6,0,12,s a t r l e n m c d v
myrobalan,0,6,0,13,s a n c p t o r m e l u
frederic,0,6,0,12,a s e r i t n c p d u
sexangled,0,6,0,14,s t e r d n a i g l m c p
opuntiaceae,1,2,0,12,s a n e c i g p t o u
megasclere,0,6,0,14,s t e r i n c d l a p m x
gasogenic,0,6,0,12,s t e r i c l p u a h
corrosively,1,5,0,15,s e t n r p c i d a l o y v
postconvalescent,0,6,0,16,s u t i e a r o n c l p g d f
unidentifiedly,0,6,0,12,s a p c e r n t i d o
imitable,1,3,0,11,a l e b p s t u m i
wheer,0,6,0,9,a s e r f p c u
orakzai,0,6,0,9,a n r c l t s b
kemb,0,6,0,8,a s e r n l t
banewort,0,6,0,12,a n e l t r s d c m p
velo,0,6,0,10,a s e r n l t o h
archae,0,6,0,10,a l n r t e i o y
anguinidae,0,6,0,12,s a l n t e i g c r m
levance,0,6,0,11,a t n c e d r p m s
novemberish,1,5,0,16,s t e n r i a c o m p h l v b
overharsh,0,6,0,11,s e r i a t p c u m
subgular,0,6,0,13,a n l r u s c m t b o e
unreputable,0,6,0,15,s a l e r u b n k m t q d c
universeful,0,6,0,13,s e r n t a d i l c m p
jacobitic,0,6,0,12,s a n l t i c o r m p
macrolepidoptera,1,3,0,15,s a r e i o n l m t c d u p
mailbox,0,6,0,12,a l i e o m n r u p s
hurryproof,0,6,0,12,s a e o r p f w c u q
unclerkly,0,6,0,10,s a e r i o t c h
vasoreflex,0,6,0,12,s t i e d r n a l c m
melica,0,6,0,12,a s c i m o e r d t n
multipersonal,1,5,0,18,s e t h i p c u a n l o r q b f m
carpetweed,0,6,0,13,s a t r e n d h m c i l
sleechy,0,6,0,11,a s e r t l y k n d
homophony,0,6,0,10,s a e c p o n t i
crystallization,0,6,0,16,s t i n a l p c o h e r m d u
suggestibly,0,6,0,14,s t e u n i c l a o y r m
tolstoyist,0,6,0,12,s t i e o n r u l m d
preheat,0,6,0,12,a n l r c o t e p d s
oratory,1,4,0,10,a l r e u t o i y
tubuliferous,0,6,0,15,s a e r o u n l i t c v d z
ferocity,0,6,0,14,a s e r i n c t o h y p m
oenanthylate,1,3,0,12,s a t i e r o h y n l
squeaky,0,6,0,10,a t r l n s e c i
tyleberry,0,6,0,9,s a e r i o p c
squark,0,6,0,9,a t n r e i o p
indeficient,0,6,0,12,s a e n t r d l m c h
arboretum,0,6,0,13,s a t i r o b c d e h y
pyronine,1,5,0,13,a s e i t n p h r o u y
succedaneous,0,6,0,13,s e r t n a i c d l m p
creepmousy,0,6,0,15,s e n h t r i a c m o u p l
testatum,0,6,0,10,a l r t i e o h y
articulant,1,5,0,14,s a t i n c p o h e r u l
sternotribe,0,6,0,14,s t i e r a o n v c d l z
linoxin,0,6,0,11,a s e u i n g o l r
enophthalmus,1,3,0,15,s a t l e r i o n y u m p h
seronegative,0,6,0,16,s t i n e r d a o c l v m p x
firebrat,0,6,0,12,a n l r i e t p d s m
theroid,1,5,0,13,a s e r i c n o t l d h
barraclade,1,5,0,13,s a n l t r c b m p d e
reticello,1,5,0,13,s a e r n l i y o t v c
doegling,0,6,0,13,a s e r t n c d i g l v
euthyneura,0,6,0,11,s a p c m r t i e o
philozoonist,0,6,0,15,s e t p i n c a o r h l m g
intermolecular,1,2,0,14,s a l o e r n t d m c u i
philobiblical,0,6,0,14,s a l i e o p r n t h c m
disroof,0,6,0,11,a s e i t o n r m l
fast,0,6,0,10,a t s p m w g n c
tutoyer,0,6,0,10,a s e r c p i u l
recatalogue,1,5,0,15,s a n t l e i y o r m u c g
thiazoline,0,6,0,13,s a t r i n e l c b m p
pentrough,0,6,0,14,s a e r t i o n p u l m b
uncanonically,1,3,0,12,s a l i t c e n o y u
nonpsychological,1,5,0,17,s t e p c a l o n r u m g i h y
serpentiningly,1,5,0,16,s t i a e n r g l y m d v c p
mallemuck,0,6,0,10,s a n l i e t r d
progressor,0,6,0,11,s e t l c p h i o n
determinator,1,4,0,14,s a l r t o e i c p n m d
sadducize,0,6,0,13,s t e i l u c h p o a n
preponderation,1,3,0,13,s a t i n e r d l c p o
overjob,0,6,0,10,a s e r i o l n m
agelacrinitidae,1,4,0,15,s a l n t r i c b m p d g e
gaelicist,0,6,0,14,s e r t c m n p a d l i b
enaliosaur,1,5,0,15,s i t o p c e r n a l b g u
pandurated,1,5,0,14,s a l r c n t e d p o i u
breme,0,6,0,9,a s e r c n g p
trochanter,0,6,0,13,s a t e r i o n u l m p
unyouthful,0,6,0,13,s a e o n u l r t i h c
telekinesis,0,6,0,13,s p i n e r d t l m c x
rheumaticky,1,5,0,17,s a n t i c l o h e r d u k y m
inexpressively,0,6,0,16,s a t p e r c n i d l y v m o
danielle,0,6,0,12,a n e t s r d l g c v
sokoki,0,6,0,10,a s e t i h o r n
louvered,0,6,0,11,a s e r t d u p c m
gup,0,6,0,8,a u n s m l b
overtumble,0,6,0,11,s a e r i o d t h y
despotic,1,5,0,14,a s e t i c d r h u o m p
elodea,0,6,0,9,a s c p r i e n
explosion,0,6,0,12,s i n o r p c a u h t
sporangidium,1,5,0,17,s t e i a n c o d l m r g h p u
ungoatlike,0,6,0,15,s a n e t i g r l u v c d z
pennate,1,2,0,8,a t e r s n p
nonreciprocal,0,6,0,14,s a l c h o n e t i d g v
lymphomyxoma,0,6,0,11,s a p r h e i o n u
treatee,1,1,0,6,a t e h r
superobjection,0,6,0,17,s t i n a e r o u l m p c g d v
marsoon,0,6,0,12,a l n t r o c m i e d
sponged,0,6,0,11,a s e r t n i c d h
electroculture,0,6,0,13,s a p c o h e t i r u n
unperfectly,0,6,0,13,s a e r n t i o h u y d
cardiomelanosis,1,2,0,14,s p o r a n i m e c t d l
zooplastic,0,6,0,13,s i c t a p r u h m d b
machairodontinae,1,4,0,16,s a l n t r i e o c h p m g d
unadvantageous,0,6,0,13,s e r a n t l c d m i p
edentate,1,1,0,7,a t e r n d
syllepsis,0,6,0,10,s i e t h u c o a
komati,0,6,0,11,a t e i m s p c u d
deaminase,0,6,0,13,s e r d a m i b c f g h
orgiast,0,6,0,10,a t s c u b f p m
rustless,0,6,0,12,a s e t l u g b c d f
soliterraneous,1,4,0,15,s e r t i a n c m l d p o u
eburna,0,6,0,11,a s c p r i n u t m
asperges,0,6,0,11,a n t l r o e s h m
subjectlike,0,6,0,15,s t e i h c u n l r m p b v
vanadiate,0,6,0,12,s a l r n t i e c m p
devadasi,0,6,0,10,a t r s u p c i m
combinableness,1,3,0,14,s e a n l t c o r u m i b
semiarid,1,5,0,13,a l r e i n c s t o d m
immanacle,0,6,0,13,s a n l e b p c u t m o
dermaskeleton,1,4,0,16,s t e r i a o n m p d l h c k
formful,0,6,0,11,a s e u n l t o r i
microdentous,1,5,0,17,s a e n i o c t r m u l v p g d
exallotriote,0,6,0,14,s a t i e n l r c o m d p
anamnestic,1,5,0,14,s i c t a l n e u r g d m
anopluriform,0,6,0,16,s a t l o n e i r c y u m p d
unpricked,0,6,0,12,s a e r o n i d l t g
gazzetta,0,6,0,9,a r l n t c s b
carangidae,1,3,0,12,s a n t l e i c r d g
beegerite,0,6,0,11,s a e r i n t d p m
unenwoven,0,6,0,9,s a e r n t i g
keerogue,0,6,0,10,a s e r i o n p m
hydrometallurgical,1,5,0,20,s a t l e i o p c y n m u r d h b v g
subtrigonal,0,6,0,16,s t e a i n c l o h u r d p z
jailbird,0,6,0,10,a n l e i c s t o
myodynamiometer,0,6,0,15,s a t e r c n l p b m i o u
regulus,0,6,0,10,a s u l t m p b c
memorableness,1,4,0,14,s e n r a l d b p v t m o
selvagee,0,6,0,10,a l e t n r p m d
ninnyish,0,6,0,11,a s e i t n h d g c
proirrigation,0,6,0,14,s a t i n c o p l d r m z
proletarianism,1,2,0,14,s e t i a p h o l c m r n
elicitor,1,5,0,13,a s e r n t c o u d l i
hippoid,0,6,0,8,a s e u i n c
lecturer,0,6,0,9,a s e r n p f d
automacy,0,6,0,13,a t i e r o m u b c h k
brushland,0,6,0,12,s e a r c l t n i o g
chilean,0,6,0,12,a n s m i p c d b e t
sekani,0,6,0,11,a t n e d g h z i r
coyoting,0,6,0,11,a s e i n g u c h l
wilsomeness,0,6,0,13,s e i t h c p m r n o d
zygophyllaceous,0,6,0,17,s e r c a t n p h i o u y l m d
bar,0,6,0,9,a l t r m j p c
astray,0,6,0,11,a l n r c f t s b m
jisheng,0,6,0,13,a s e r n p c t i g h m
peripateticate,1,1,0,9,s a t i e c r p
dulcification,1,4,0,15,s a t i n c o u r d l v m f
undetractingly,1,1,0,14,s a n t e i g r l y u d c
umbrosity,0,6,0,13,s i n a t e o r h p u l
measly,1,5,0,12,a r s t h e l i y p m
simulant,0,6,0,13,a t s i n l b c o d p v
annueler,0,6,0,12,a n e r t d g l c s v
sparch,0,6,0,12,a r i e s y c o h t m
imperformable,0,6,0,16,s a l e r i o n c t d m b p h
